family,above,below,n
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,615
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,1033
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,558
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,706
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,679
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,663
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,286
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,292
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,Δ.Π.Θ.,455
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΔΙ.ΠΑ.Ε.,572
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,444
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,638
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,686
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,316
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1022
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,732
ΒΙΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,807
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,275
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,234
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,301
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,260
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,221
ΓΕΩΠΟΝΙΑΣ,Α.Π.Θ.,ΕΛ.ΜΕ.ΠΑ.,257
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,847
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,743
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,778
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,787
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΕΛ.ΜΕ.ΠΑ.,697
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΕΛ.ΜΕ.ΠΑ.,571
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΕΛ.ΜΕ.ΠΑ.,736
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΕΛ.ΜΕ.ΠΑ.,452
ΕΠΙΣΤΗΜΗΣ ΖΩΙΚΗΣ ΠΑΡΑΓΩΓΗΣ,ΓΕΩΠΟΝΙΚΟ ΠΑΝ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,225
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,292
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,392
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,251
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,274
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,1006
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,919
ΕΠΙΣΤΗΜΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΔΙΑΤΡΟΦΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,950
ΕΡΓΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,351
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,Ε.Κ.Π.Α.,514
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,360
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,410
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,894
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,516
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,Ε.Κ.Π.Α.,389
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,569
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΚΡΗΤΗΣ,1515
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,2276
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,Δ.Π.Θ.,Ε.Κ.Π.Α.,1585
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,1301
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,2029
ΦΑΡΜΑΚΕΥΤΙΚΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,1081
ΧΗΜΕΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,580
ΧΗΜΕΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,1536
ΧΗΜΕΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1336
ΧΗΜΕΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,1295
ΧΗΜΕΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,1377
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,Ε.Μ.Π.,90
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,Α.Π.Θ.,98
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,99
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,163
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,178
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,Α.Π.Θ.,836
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,836
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,572
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,313
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1068
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,423
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,864
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,292
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,479
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,901
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,324
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,317
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,523
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,264
ΦΥΣΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,73
ΦΥΣΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,107
ΦΥΣΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,221
ΦΥΣΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,237
ΦΥΣΙΚΗΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,346
ΦΥΣΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,455
ΦΥΣΙΚΗΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,327
ΦΥΣΙΚΗΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,329
ΦΥΣΙΚΗΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,442
ΦΥΣΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,492
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,447
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,495
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,357
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,244
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,413
ΦΥΣΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,409
ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ,ΔΙ.ΠΑ.Ε.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,616
ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ,Δ.Π.Θ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,692
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΕΛ.ΜΕ.ΠΑ.,451
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,311
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,598
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Α.Π.Θ.,232
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,547
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,240
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,992
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΕΛ.ΜΕ.ΠΑ.,794
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΕΛ.ΜΕ.ΠΑ.,667
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΕΛ.ΜΕ.ΠΑ.,577
ΜΗΧΑΝΙΚΩΝ ΟΡΥΚΤΩΝ ΠΟΡΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,322
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΔΙ.ΠΑ.Ε.,Δ.Π.Θ.,1055
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΕΛ.ΜΕ.ΠΑ.,644
ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,2872
ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,ΠΑΝ. ΑΙΓΑΙΟΥ,2020
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,770
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,1172
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,575
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,475
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,433
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,250
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,Ο.Π.Α.,ΠΑ. ΜΑΚ.,761
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,Ο.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,902
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑ. ΜΑΚ.,686
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑΝ. ΠΑΤΡΩΝ,1030
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΑΤΡΩΝ,752
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑ. ΜΑΚ.,721
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,Α.Π.Θ.,919
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,919
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,1468
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,906
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,759
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΑΤΡΩΝ,1183
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΚΡΗΤΗΣ,859
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,1318
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,922
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,736
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,1147
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,703
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,852
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,1036
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,462
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,71
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΔΙ.ΠΑ.Ε.,284
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,52
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΔΙ.ΠΑ.Ε.,182
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,Α.Π.Θ.,61
ΓΕΩΠΟΝΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,ΔΙ.ΠΑ.Ε.,307
ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,559
ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,1290
ΧΗΜΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,1464
ΧΗΜΕΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,279
ΧΗΜΕΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,502
ΧΗΜΕΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,323
ΧΗΜΕΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,203
ΠΑΙΔΑΓΩΓΙΚΩΝ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,Ε.Κ.Π.Α.,1115
ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,541
ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,733
ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,515
